TRAVEL_ID,TRAVEL_NM,TRAVELER_ID,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,MVMN_NM,TRAVEL_PERSONA,TRAVEL_MISSION,TRAVEL_MISSION_CHECK
a_a006768,A03,a006768,2;1;2;11;,2022-10-09,2022-10-10,자가용,수도권 거주 39세 이하 자녀 동반,1;2;11;,1;11;2
a_a001997,A01,a001997,1;22;26;3;6;,2022-09-18,2022-09-20,대중교통 등,,1;22;26;3;6;,6;3;26
a_a003812,A03,a003812,1;2;3;5;6;,2022-10-07,2022-10-10,자가용,수도권 거주 40세 이상 자녀 동반,1;2;3;5;6;,8;11;6
a_a005654,A01,a005654,4;,2022-10-09,2022-10-10,,,4;,4;24;26
a_a004535,A01,a004535,2;22;,2022-09-29,2022-09-30,대중교통 등,수도권 거주 39세 이하 커플,2;22;,2;1;22
a_a006716,A03,a006716,1;6;4;9;12;22;,2022-10-15,2022-10-16,대중교통 등,수도권 거주 39세 이하 커플,1;6;4;9;12;22;,9;22;26
a_a018142,A01,a018142,1;4;22;24;26;,2022-11-12,2022-11-13,,수도권 거주 39세 이하 커플,1;4;22;24;26;,1;22;4
a_a003336,A03,a003336,1;2;3;5;6;,2022-10-01,2022-10-02,대중교통 등,,1;2;3;5;6;,28;2;13
a_a000949,A01,a000949,1;3;7;,2022-09-02,2022-09-05,대중교통 등,,1;3;7;,3;6;7
a_a001712,A01,a001712,21;22;23;28;3;,2022-09-17,2022-09-19,자가용,,21;22;23;28;3;,21;22;23
a_a005678,A01,a005678,22;26;,2022-10-08,2022-10-09,,,22;26;,9;22;26
a_a000588,A01,a000588,22;23;26;5;6;,2022-08-20,2022-08-23,대중교통 등,,22;23;26;5;6;,5;23;22
a_a002602,A03,a002602,1;3;5;6;7;,2022-09-30,2022-10-03,자가용,,1;3;5;6;7;,10;1;6
a_a006479,A03,a006479,2;,2022-10-20,2022-10-21,자가용,,2;,11;22;6
a_a017819,A02,a017819,1;,2022-11-11,2022-11-12,,,1;,1;4;24
a_a002674,A03,a002674,21;24;27;28;5;,2022-10-02,2022-10-03,자가용,,21;24;27;28;5;,5;27;21
a_a004298,A03,a004298,12;2;22;,2022-10-04,2022-10-05,,,12;2;22;,5;22;12
a_a001871,A02,a001871,21;,2022-09-12,2022-09-13,자가용,,21;,21;5;22
c_c006073,A03,c006073,2;22;24;26;,2022-10-25,2022-10-26,,,2;22;24;26;,2;22;26
a_a002930,A03,a002930,22;25;8;9;,2022-10-03,2022-10-05,자가용,,22;25;8;9;,9;25;24
a_a006279,A01,a006279,26;5;,2022-10-16,2022-10-17,자가용,,26;5;,26;5;1
a_a004787,A01,a004787,27;3;5;,2022-10-02,2022-10-03,자가용,,27;3;5;,27;5;3
a_a006554,A03,a006554,1;6;9;,2022-10-22,2022-10-23,자가용,,1;6;9;,9;1;2
a_a010145,A03,a010145,3;,2022-10-31,2022-11-01,대중교통 등,수도권 거주 40세 이상 나홀로,3;,3;21;6
a_a006412,A02,a006412,10;11;12;13;21;,2022-10-09,2022-10-10,대중교통 등,,10;11;12;13;21;,1;21;26
a_a002282,A01,a002282,22;4;6;,2022-10-03,2022-10-04,자가용,수도권 거주 39세 이하 커플,22;4;6;,6;22;2
a_a009660,A02,a009660,2;22;24;6;9;,2022-10-29,2022-10-30,자가용,수도권 거주 40세 이상 커플,2;22;24;6;9;,2;24;6
a_a005161,A03,a005161,2;,2022-10-15,2022-10-16,,수도권 거주 39세 이하 자녀 동반,2;,2;1;5
a_a014377,A01,a014377,21;4;6;,2022-10-29,2022-10-30,대중교통 등,,21;4;6;,21;11;6
a_a002711,A03,a002711,1;11;3;6;8;,2022-09-29,2022-10-01,자가용,,1;11;3;6;8;,8;2;6
a_a005141,A03,a005141,2;,2022-10-09,2022-10-10,,수도권 외 거주 39세 이하 3인 이상 친구,2;,2;22;5
a_a001103,A01,a001103,1;2;28;3;4;,2022-08-29,2022-09-01,대중교통 등,,1;2;28;3;4;,28;1;2
a_a005247,A03,a005247,12;2;28;6;,2022-10-01,2022-10-04,자가용,,12;2;28;6;,2;6;12
a_a006467,A03,a006467,1;11;22;,2022-10-30,2022-10-31,자가용,,1;11;22;,2;11;1
a_a017825,A03,a017825,1;22;24;,2022-11-10,2022-11-11,,,1;22;24;,1;22;4
a_a017837,A01,a017837,1;2;4;6;9;,2022-11-13,2022-11-14,,수도권 거주 39세 이하 커플,1;2;4;6;9;,1;6;22
a_a005610,A01,a005610,1;4;,2022-10-30,2022-10-31,,수도권 거주 39세 이하 커플,1;4;,1;4;26
a_a017827,A01,a017827,6;,2022-11-13,2022-11-14,,,6;,6;11;22
a_a006578,A03,a006578,2;21;4;6;9;,2022-10-09,2022-10-10,자가용,수도권 거주 39세 이하 부부,2;21;4;6;9;,22;24;21
a_a002718,A02,a002718,12;4;,2022-09-30,2022-10-03,대중교통 등,,12;4;,4;12;6
a_a002053,A03,a002053,22;24;26;,2022-09-17,2022-09-18,대중교통 등,,22;24;26;,21;26;2
a_a002377,A03,a002377,10;22;23;,2022-09-21,2022-09-23,자가용,,10;22;23;,23;10;11
a_a005244,A01,a005244,1;2;23;3;4;,2022-10-01,2022-10-03,자가용,,1;2;23;3;4;,1;2;3
a_a009809,A01,a009809,1;2;3;4;5;,2022-10-21,2022-10-23,자가용,,1;2;3;4;5;,1;4;23
a_a007649,A03,a007649,3;27;,2022-10-15,2022-10-16,,수도권 거주 40세 이상 3인 이상 친구,3;27;,3;22;24
a_a004639,A03,a004639,1;2;3;4;5;,2022-10-01,2022-10-03,자가용,수도권 거주 40세 이상 자녀 동반,1;2;3;4;5;,8;24;3
a_a010222,A03,a010222,22;24;4;6;9;,2022-10-24,2022-10-25,대중교통 등,,22;24;4;6;9;,1;3;24
a_a004973,A03,a004973,1;2;23;24;3;,2022-10-01,2022-10-03,대중교통 등,,1;2;23;24;3;,1;24;2
a_a001983,A01,a001983,22;28;3;4;,2022-09-12,2022-09-13,대중교통 등,,22;28;3;4;,3;4;28
a_a005370,A03,a005370,9;,2022-10-01,2022-10-02,자가용,,9;,9;21;26
a_a003114,A03,a003114,2;,2022-09-24,2022-09-26,대중교통 등,수도권 거주 39세 이하 커플,2;,2;4;1
a_a006815,A03,a006815,1;,2022-10-10,2022-10-11,,수도권 거주 39세 이하 커플,1;,26;1;22
a_a001757,A03,a001757,24;27;6;,2022-09-17,2022-09-19,자가용,,24;27;6;,6;27;21
a_a005156,A03,a005156,2;21;22;,2022-10-08,2022-10-09,,수도권 외 거주 39세 이하 커플,2;21;22;,2;4;1
a_a004727,A03,a004727,1;2;3;4;5;,2022-10-29,2022-10-31,자가용,,1;2;3;4;5;,25;21;6
a_a007965,A03,a007965,2;,2022-10-16,2022-10-17,,수도권 거주 39세 이하 커플,2;,22;2;1
a_a002785,A01,a002785,1;2;3;4;6;,2022-09-27,2022-09-30,대중교통 등,,1;2;3;4;6;,1;22;4
a_a004987,A01,a004987,1;22;26;4;,2022-10-18,2022-10-20,자가용,수도권 거주 39세 이하 커플,1;22;26;4;,1;4;21
a_a001945,A03,a001945,1;2;22;24;28;,2022-09-24,2022-09-25,자가용,수도권 거주 39세 이하 커플,1;2;22;24;28;,1;24;28
a_a002024,A03,a002024,22;,2022-09-12,2022-09-14,자가용,,22;,22;24;8
a_a001353,A01,a001353,1;12;3;4;7;,2022-08-27,2022-08-29,대중교통 등,수도권 외 거주 39세 이하 커플,1;12;3;4;7;,3;26;7
a_a004994,A01,a004994,22;3;6;,2022-09-30,2022-10-01,자가용,수도권 거주 40세 이상 3인 이상 친구,22;3;6;,6;3;22
a_a001486,A01,a001486,1;6;,2022-09-03,2022-09-05,대중교통 등,,1;6;,6;21;1
a_a017692,A01,a017692,11;,2022-11-10,2022-11-11,,,11;,11;21;4
a_a011900,A03,a011900,3;5;,2022-11-06,2022-11-07,자가용,,3;5;,2;4;9
a_a015033,A03,a015033,1;11;22;6;9;,2022-10-30,2022-10-31,자가용,,1;11;22;6;9;,22;9;1
a_a005854,A03,a005854,2;21;6;9;,2022-10-15,2022-10-16,자가용,,2;21;6;9;,2;22;24
a_a006643,A02,a006643,22;26;9;6;5;2;1;24;12;,2022-10-16,2022-10-17,자가용,,22;26;9;6;5;2;1;24;12;,26;22;2
a_a004000,A03,a004000,11;2;22;3;9;,2022-10-02,2022-10-03,자가용,수도권 거주 39세 이하 자녀 동반,11;2;22;3;9;,2;9;6
a_a014308,A03,a014308,1;22;9;,2022-10-30,2022-10-31,자가용,수도권 거주 40세 이상 자녀 동반,1;22;9;,3;22;27
a_a006446,A01,a006446,3;6;1;,2022-10-28,2022-10-29,대중교통 등,,3;6;1;,1;4;21
a_a010159,A01,a010159,1;2;22;6;7;,2022-10-28,2022-10-29,대중교통 등,수도권 외 거주 39세 이하 커플,1;2;22;6;7;,2;9;22
b_b006472,A03,b006472,2;21;22;23;4;,2022-10-22,2022-10-23,,,2;21;22;23;4;,3;21;27
a_a005989,A01,a005989,1;22;3;6;,2022-10-09,2022-10-11,대중교통 등,,1;22;3;6;,4;5;3
a_a017921,A03,a017921,22;24;27;28;5;,2022-11-11,2022-11-12,,,22;24;27;28;5;,5;24;28
a_a008124,A03,a008124,1;24;3;4;,2022-10-21,2022-10-24,자가용,,1;24;3;4;,21;1;9
a_a010385,A03,a010385,11;27;4;,2022-10-24,2022-10-25,,,11;27;4;,3;27;24
a_a018152,A01,a018152,22;6;,2022-11-12,2022-11-13,,수도권 거주 39세 이하 3인 이상 친구,22;6;,22;4;24
a_a001600,A01,a001600,11;,2022-09-11,2022-09-13,자가용,,11;,11;4;21
a_a003837,A03,a003837,2;22;24;5;8;,2022-10-12,2022-10-14,대중교통 등,,2;22;24;5;8;,24;3;2
a_a008026,A03,a008026,24;3;,2022-10-16,2022-10-17,,,24;3;,3;24;6
a_a003188,A03,a003188,1;22;4;5;6;,2022-09-24,2022-09-26,자가용,수도권 거주 39세 이하 3인 이상 친구,1;22;4;5;6;,1;2;22
a_a001605,A01,a001605,1;12;2;3;7;,2022-09-23,2022-09-26,대중교통 등,,1;12;2;3;7;,3;7;1
a_a018048,A03,a018048,2;,2022-11-12,2022-11-13,,,2;,2;6;4
a_a001431,A02,a001431,1;12;3;5;6;,2022-08-28,2022-08-29,대중교통 등,수도권 거주 40세 이상 나홀로,1;12;3;5;6;,3;5;6
a_a003289,A03,a003289,2;21;22;24;8;,2022-10-08,2022-10-11,자가용,수도권 거주 39세 이하 자녀 동반,2;21;22;24;8;,2;22;8
a_a001747,A01,a001747,1;21;22;23;28;,2022-09-17,2022-09-19,자가용,,1;21;22;23;28;,28;23;22
a_a002732,A03,a002732,24;8;,2022-09-24,2022-09-25,자가용,,24;8;,24;8;22
a_a017639,A03,a017639,1;,2022-11-10,2022-11-11,,,1;,1;4;26
a_a008556,A03,a008556,2;,2022-10-17,2022-10-18,자가용,,2;,2;6;26
a_a002814,A03,a002814,22;26;3;,2022-10-01,2022-10-04,자가용,,22;26;3;,3;22;9
a_a010070,A03,a010070,1;12;2;21;6;,2022-10-29,2022-10-30,자가용,수도권 거주 40세 이상 자녀 동반,1;12;2;21;6;,2;6;12
a_a000852,A03,a000852,2;22;,2022-09-04,2022-09-06,대중교통 등,수도권 거주 39세 이하 커플,2;22;,2;6;22
a_a002673,A03,a002673,12;3;,2022-10-01,2022-10-02,자가용,,12;3;,12;4;3
a_a005365,A03,a005365,2;6;12;22;21;,2022-10-26,2022-10-27,대중교통 등,,2;6;12;22;21;,2;21;22
a_a005750,A03,a005750,2;,2022-10-15,2022-10-16,대중교통 등,수도권 거주 39세 이하 커플,2;,2;1;21
a_a000729,A01,a000729,2;23;,2022-08-26,2022-08-29,대중교통 등,,2;23;,2;23;1
a_a003323,A03,a003323,2;22;6;9;,2022-10-08,2022-10-09,대중교통 등,,2;22;6;9;,2;9;22
a_a007358,A01,a007358,6;,2022-10-23,2022-10-24,,,6;,6;22;1
a_a008658,A03,a008658,10;2;22;3;6;,2022-10-28,2022-10-31,자가용,,10;2;22;3;6;,10;9;2
a_a001515,A03,a001515,1;2;22;,2022-08-27,2022-08-28,대중교통 등,수도권 거주 39세 이하 자녀 동반,1;2;22;,1;2;22
a_a018098,A03,a018098,1;22;26;,2022-11-12,2022-11-13,,수도권 거주 39세 이하 커플,1;22;26;,1;26;21
a_a012502,A01,a012502,2;6;9;,2022-10-29,2022-10-31,대중교통 등,,2;6;9;,6;3;22
a_a003179,A01,a003179,1;22;5;6;,2022-09-24,2022-09-26,대중교통 등,,1;22;5;6;,6;1;22
b_b010290,A02,b010290,24;9;,2022-10-30,2022-10-31,자가용,수도권/강원에 거주하는 40세 이상 부부,24;9;,2;21;4
b_b007694,A03,b007694,11;,2022-10-22,2022-10-23,,,11;,11;2;22
a_a017601,A01,a017601,11;4;,2022-11-09,2022-11-10,,수도권 거주 39세 이하 커플,11;4;,1;11;4
a_a012495,A01,a012495,26;21;3;7;27;24;22;12;,2022-10-29,2022-10-31,대중교통 등,수도권 외 거주 39세 이하 커플,26;21;3;7;27;24;22;12;,7;21;27
a_a002302,A02,a002302,22;26;3;4;,2022-09-17,2022-09-18,대중교통 등,,22;26;3;4;,22;26;6
a_a017964,A03,a017964,1;2;3;4;5;6;7;8;9;10;11;12;13;21;22;23;24;26;27;,2022-11-13,2022-11-14,,,1;2;3;4;5;6;7;8;9;10;11;12;13;21;22;23;24;26;27;,1;11;21
a_a005238,A03,a005238,3;21;,2022-10-10,2022-10-11,자가용,,3;21;,3;21;25
a_a003495,A03,a003495,1;2;22;26;3;,2022-10-01,2022-10-02,자가용,수도권 거주 39세 이하 자녀 동반,1;2;22;26;3;,2;22;26
a_a005418,A01,a005418,4;4;1;12;21;22;24;24;,2022-10-07,2022-10-08,대중교통 등,,4;4;1;12;21;22;24;24;,4;21;22
a_a005648,A03,a005648,1;11;2;4;6;,2022-10-08,2022-10-09,,수도권 거주 40세 이상 자녀 동반,1;11;2;4;6;,1;2;11
a_a001338,A03,a001338,10;23;24;,2022-09-01,2022-09-03,자가용,,10;23;24;,10;24;2
a_a001828,A01,a001828,1;3;4;5;7;,2022-10-03,2022-10-05,대중교통 등,수도권 거주 39세 이하 커플,1;3;4;5;7;,3;4;6
a_a011223,A03,a011223,1;26;4;,2022-10-29,2022-10-30,,,1;26;4;,1;4;22
a_a005152,A03,a005152,1;21;26;3;,2022-10-09,2022-10-10,,,1;21;26;3;,1;6;26
a_a003980,A01,a003980,1;10;4;6;9;,2022-09-30,2022-10-04,자가용,수도권 외 거주 39세 이하 커플,1;10;4;6;9;,2;6;11
a_a007585,A01,a007585,22;3;,2022-10-21,2022-10-22,,,22;3;,3;22;4
a_a000669,A01,a000669,1;12;21;3;7;,2022-08-23,2022-08-25,대중교통 등,,1;12;21;3;7;,23;3;27
c_c008840,A02,c008840,21;22;24;3;4;,2022-10-30,2022-10-31,,,21;22;24;3;4;,1;4;22
a_a002960,A03,a002960,21;22;26;6;,2022-09-28,2022-09-29,자가용,수도권 거주 40세 이상 나홀로,21;22;26;6;,6;26;24
a_a005173,A03,a005173,6;,2022-10-02,2022-10-03,,,6;,6;9;7
a_a001732,A03,a001732,1;22;8;,2022-09-17,2022-09-19,자가용,,1;22;8;,8;1;5
a_a013587,A03,a013587,2;3;,2022-10-29,2022-10-30,대중교통 등,수도권 거주 40세 이상 나홀로,2;3;,2;28;27
a_a002275,A03,a002275,2;,2022-09-17,2022-09-18,대중교통 등,수도권 거주 39세 이하 커플,2;,2;6;12
a_a004309,A03,a004309,3;,2022-09-28,2022-09-29,,수도권 거주 40세 이상 나홀로,3;,3;6;28
a_a004662,A03,a004662,1;10;2;27;,2022-09-30,2022-10-04,자가용,수도권 외 거주 39세 이하 3인 이상 친구,1;10;2;27;,21;2;1
a_a000633,A02,a000633,1;2;21;22;4;,2022-09-03,2022-09-04,자가용,수도권 거주 39세 이하 자녀 동반,1;2;21;22;4;,4;2;22
a_a005730,A03,a005730,2;25;,2022-10-15,2022-10-16,자가용,,2;25;,25;2;22
a_a009674,A03,a009674,3;1;,2022-10-22,2022-10-23,자가용,수도권 거주 40세 이상 나홀로,3;1;,3;21;4
a_a011486,A03,a011486,3;1;21;22;10;,2022-10-28,2022-10-31,대중교통 등,,3;1;21;22;10;,3;10;21
a_a018235,A03,a018235,1;2;3;4;6;,2022-11-12,2022-11-13,,,1;2;3;4;6;,3;6;1
c_c006112,A03,c006112,21;22;26;9;,2022-10-16,2022-10-17,,,21;22;26;9;,2;22;5
a_a014100,A03,a014100,1;22;24;,2022-10-29,2022-10-30,대중교통 등,수도권 거주 40세 이상 자녀 동반,1;22;24;,24;1;22
a_a008455,A03,a008455,27;,2022-10-15,2022-10-17,자가용,,27;,21;24;22
a_a000974,A02,a000974,1;24;,2022-08-22,2022-08-25,대중교통 등,,1;24;,24;1;3
a_a001741,A01,a001741,1;13;4;,2022-09-17,2022-09-19,대중교통 등,,1;13;4;,3;13;4
a_a000251,A03,a000251,1;,2022-08-18,2022-08-21,자가용,,1;,1;23;24
a_a011188,A02,a011188,22;23;24;26;7;,2022-10-29,2022-10-31,자가용,,22;23;24;26;7;,22;23;6
a_a003799,A03,a003799,1;11;28;5;6;,2022-10-21,2022-10-24,자가용,수도권 거주 40세 이상 자녀 동반,1;11;28;5;6;,8;11;28
a_a006287,A03,a006287,3;,2022-10-08,2022-10-09,,수도권 거주 40세 이상 자녀 동반,3;,3;6;11
a_a006384,A03,a006384,21;22;23;26;27;,2022-10-09,2022-10-10,자가용,,21;22;23;26;27;,21;22;26
a_a018201,A03,a018201,1;21;22;26;4;,2022-11-13,2022-11-14,,수도권 거주 40세 이상 자녀 동반,1;21;22;26;4;,2;21;4
a_a002969,A01,a002969,1;12;3;4;5;,2022-10-02,2022-10-05,대중교통 등,,1;12;3;4;5;,5;1;3
a_a007921,A01,a007921,28;3;5;,2022-10-22,2022-10-23,,,28;3;5;,3;4;22
a_a004316,A03,a004316,2;,2022-09-29,2022-09-30,,수도권 거주 39세 이하 3인 이상 친구,2;,2;9;22
a_a003489,A03,a003489,25;8;,2022-10-02,2022-10-04,자가용,수도권 거주 40세 이상 3인 이상 친구,25;8;,8;25;24
a_a005222,A02,a005222,1;21;22;,2022-10-17,2022-10-19,자가용,,1;21;22;,22;2;21
a_a007821,A03,a007821,22;26;1;,2022-10-15,2022-10-16,자가용,,22;26;1;,1;26;22
a_a018122,A02,a018122,1;12;2;4;7;,2022-11-12,2022-11-13,,수도권 거주 39세 이하 3인 이상 친구,1;12;2;4;7;,2;22;24
a_a006424,A01,a006424,21;22;23;27;,2022-10-16,2022-10-17,대중교통 등,,21;22;23;27;,22;26;4
a_a011120,A03,a011120,24;5;2;3;22;26;23;1;,2022-10-29,2022-10-31,대중교통 등,,24;5;2;3;22;26;23;1;,5;3;22
a_a014526,A03,a014526,21;27;5;8;,2022-10-29,2022-10-31,자가용,,21;27;5;8;,8;5;27
b_b002868,A03,b002868,22;26;27;5;8;,2022-09-03,2022-09-04,자가용,,22;26;27;5;8;,22;26;27
a_a007612,A01,a007612,1;6;22;24;26;,2022-10-16,2022-10-17,,수도권 거주 40세 이상 3인 이상 친구,1;6;22;24;26;,6;9;22
a_a007938,A03,a007938,1;22;3;4;,2022-10-29,2022-10-30,,수도권 거주 39세 이하 커플,1;22;3;4;,21;3;22
a_a018168,A03,a018168,1;,2022-11-09,2022-11-10,,수도권 거주 40세 이상 부부,1;,22;1;24
a_a009812,A01,a009812,1;3;4;6;9;,2022-10-21,2022-10-24,대중교통 등,,1;3;4;6;9;,9;21;7
a_a004382,A01,a004382,2;4;,2022-10-01,2022-10-04,대중교통 등,수도권 거주 39세 이하 커플,2;4;,4;6;2
a_a005167,A03,a005167,1;2;24;,2022-10-07,2022-10-08,,수도권 거주 39세 이하 자녀 동반,1;2;24;,2;24;27
a_a009706,A03,a009706,1;21;6;7;9;,2022-10-20,2022-10-21,대중교통 등,,1;21;6;7;9;,3;11;1
a_a002369,A01,a002369,1;22;23;26;4;,2022-09-18,2022-09-20,대중교통 등,,1;22;23;26;4;,1;23;26
a_a004674,A01,a004674,2;,2022-09-30,2022-10-01,,,2;,2;1;22
a_a002590,A03,a002590,22;8;,2022-10-02,2022-10-04,자가용,수도권 거주 39세 이하 부부,22;8;,8;22;26
a_a001728,A03,a001728,11;3;6;8;9;,2022-09-17,2022-09-19,자가용,수도권 거주 40세 이상 자녀 동반,11;3;6;8;9;,3;8;9
a_a000094,A01,a000094,2;23;26;3;4;,2022-08-12,2022-08-15,대중교통 등,,2;,3;2;4
a_a013680,A03,a013680,2;22;,2022-10-27,2022-10-28,자가용,수도권 거주 39세 이하 자녀 동반,2;22;,6;22;2
a_a002993,A01,a002993,1;3;6;,2022-10-04,2022-10-05,자가용,수도권 거주 39세 이하 커플,1;3;6;,1;6;26
a_a000430,A03,a000430,22;28;,2022-08-20,2022-08-22,자가용,,22;28;,22;28;8
a_a003707,A03,a003707,10;,2022-10-03,2022-10-04,자가용,,10;,10;5;1
a_a017522,A03,a017522,1;,2022-11-10,2022-11-11,,,1;,1;27;28
a_a002447,A03,a002447,23;5;6;9;,2022-09-23,2022-09-25,대중교통 등,,23;5;6;9;,9;23;6
a_a002445,A03,a002445,1;2;22;26;6;,2022-09-23,2022-09-25,대중교통 등,수도권 거주 39세 이하 커플,1;2;22;26;6;,6;22;24
a_a009619,A03,a009619,1;2;22;24;26;,2022-11-05,2022-11-06,자가용,수도권 거주 39세 이하 커플,1;2;22;24;26;,12;24;3
a_a010489,A03,a010489,22;26;27;28;8;,2022-10-22,2022-10-24,자가용,수도권 거주 39세 이하 부부,22;26;27;28;8;,8;22;26
a_a002166,A01,a002166,1;21;22;4;7;,2022-09-24,2022-09-26,대중교통 등,수도권 외 거주 39세 이하 커플,1;21;22;4;7;,1;22;26
a_a000568,A03,a000568,2;22;5;,2022-08-27,2022-08-29,자가용,수도권 외 거주 39세 이하 3인 이상 친구,2;22;5;,5;2;1
a_a000517,A03,a000517,21;22;5;,2022-08-25,2022-08-27,자가용,수도권 거주 40세 이상 커플,21;22;5;,5;22;23
a_a006582,A03,a006582,2;,2022-10-27,2022-10-28,자가용,수도권 거주 39세 이하 커플,2;,2;22;28
a_a003383,A01,a003383,1;21;4;7;,2022-10-01,2022-10-03,자가용,,1;21;4;7;,4;7;21
a_a005726,A03,a005726,2;21;22;27;5;,2022-10-02,2022-10-03,자가용,,2;21;22;27;5;,21;22;27
a_a015313,A01,a015313,1;22;26;4;6;,2022-10-29,2022-10-30,대중교통 등,수도권 거주 39세 이하 커플,1;22;26;4;6;,22;26;4
a_a006209,A01,a006209,23;26;22;21;10;1;,2022-10-03,2022-10-05,대중교통 등,,23;26;22;21;10;1;,23;22;21
a_a006770,A03,a006770,2;3;,2022-10-30,2022-10-31,자가용,,2;3;,11;2;10
a_a003450,A03,a003450,1;22;27;,2022-10-02,2022-10-03,자가용,수도권 거주 39세 이하 커플,1;22;27;,6;9;21
a_a007359,A03,a007359,22;26;4;,2022-10-15,2022-10-16,,,22;26;4;,1;22;26
a_a000413,A01,a000413,12;13;22;3;5;,2022-08-29,2022-09-01,대중교통 등,,12;13;22;3;5;,12;13;6
a_a000013,A03,a000013,1;2;22;25;5;,2022-08-18,2022-08-21,자가용,수도권 거주 39세 이하 3인 이상 친구,2;,25;1;26
a_a005991,A01,a005991,1;2;3;1;11;12;13;24;26;27;,2022-10-26,2022-10-27,대중교통 등,,1;2;3;1;11;12;13;24;26;27;,1;26;7
a_a006080,A02,a006080,10;2;22;6;9;,2022-10-15,2022-10-17,자가용,수도권 거주 39세 이하 커플,10;2;22;6;9;,6;9;22
a_a006559,A01,a006559,6;1;9;,2022-10-08,2022-10-09,대중교통 등,,6;1;9;,9;6;21
a_a004454,A03,a004454,2;,2022-10-02,2022-10-04,자가용,수도권 외 거주 39세 이하 커플,2;,2;22;26
a_a007253,A03,a007253,3;6;,2022-10-22,2022-10-23,,,3;6;,3;6;11
a_a004009,A03,a004009,13;22;3;6;,2022-10-10,2022-10-11,자가용,수도권 거주 40세 이상 부부,13;22;3;6;,3;21;22
a_a002042,A01,a002042,1;22;4;,2022-09-23,2022-09-25,대중교통 등,수도권 외 거주 39세 이하 커플,1;22;4;,4;2;1
a_a007198,A03,a007198,2;,2022-10-16,2022-10-17,,,2;,2;11;22
a_a002566,A02,a002566,4;7;,2022-09-30,2022-10-02,자가용,수도권 거주 39세 이하 커플,4;7;,7;4;1
a_a005346,A01,a005346,12;4;6;,2022-10-06,2022-10-08,대중교통 등,,12;4;6;,26;4;12
a_a001935,A03,a001935,22;26;3;,2022-09-09,2022-09-11,대중교통 등,,22;26;3;,3;22;26
a_a006350,A01,a006350,21;22;6;4;1;9;6;3;1;4;2;11;13;,2022-10-15,2022-10-16,대중교통 등,,21;22;6;4;1;9;6;3;1;4;2;11;13;,1;2;21
a_a001904,A01,a001904,1;22;3;4;7;,2022-09-23,2022-09-26,대중교통 등,,1;22;3;4;7;,7;22;23
a_a001624,A03,a001624,1;27;28;6;9;,2022-09-16,2022-09-19,자가용,,1;27;28;6;9;,27;6;22
a_a000085,A03,a000085,21;23;24;5;8;,2022-08-16,2022-08-19,자가용,수도권 거주 40세 이상 자녀 동반,8;,8;21;6
a_a003003,A01,a003003,1;24;26;3;4;,2022-09-24,2022-09-26,대중교통 등,,1;24;26;3;4;,1;3;21
a_a004732,A01,a004732,27;4;9;,2022-10-09,2022-10-11,대중교통 등,,27;4;9;,1;4;9
a_a017643,A03,a017643,21;22;3;,2022-11-12,2022-11-13,,,21;22;3;,1;22;21
a_a001817,A01,a001817,13;21;22;3;4;,2022-09-14,2022-09-16,자가용,,13;21;22;3;4;,3;4;22
a_a005297,A01,a005297,11;6;3;,2022-10-16,2022-10-17,대중교통 등,,11;6;3;,11;6;3
a_a018087,A01,a018087,1;21;22;27;4;,2022-11-12,2022-11-13,,수도권 거주 39세 이하 커플,1;21;22;27;4;,21;1;24
a_a003138,A01,a003138,2;22;23;6;,2022-09-24,2022-09-26,대중교통 등,수도권 거주 39세 이하 커플,2;22;23;6;,2;23;6
a_a017744,A01,a017744,1;24;4;,2022-11-12,2022-11-13,,,1;24;4;,4;1;24
c_c002932,A03,c002932,1;4;9;,2022-09-21,2022-09-22,대중교통 등,,1;4;9;,4;3;9
b_b005996,A03,b005996,12;13;,2022-10-02,2022-10-03,,,12;13;,24;6;2
a_a004269,A03,a004269,2;21;,2022-10-09,2022-10-10,,,2;21;,2;1;3
a_a017867,A03,a017867,1;2;24;,2022-11-12,2022-11-13,,수도권 거주 39세 이하 자녀 동반,1;2;24;,1;2;10
a_a007163,A01,a007163,2;1;4;22;,2022-10-20,2022-10-21,대중교통 등,,2;1;4;22;,2;4;11
a_a007950,A03,a007950,4;,2022-10-15,2022-10-16,,,4;,4;21;5
a_a014783,A03,a014783,2;22;,2022-10-28,2022-10-29,대중교통 등,,2;22;,2;22;26
a_a014205,A03,a014205,1;2;3;5;,2022-10-29,2022-10-31,대중교통 등,,1;2;3;5;,1;3;2
a_a002221,A03,a002221,21;23;24;28;,2022-09-24,2022-09-26,대중교통 등,,21;23;24;28;,21;23;27
c_c002983,A03,c002983,22;5;8;,2022-10-01,2022-10-04,자가용,,22;5;8;,2;9;11
a_a017840,A03,a017840,27;3;,2022-11-11,2022-11-12,,,27;3;,3;27;28
a_a001425,A01,a001425,1;21;22;6;7;,2022-08-25,2022-08-30,대중교통 등,,1;21;22;6;7;,26;23;22
a_a002234,A01,a002234,6;9;,2022-09-17,2022-09-19,대중교통 등,수도권 외 거주 39세 이하 커플,6;9;,6;9;24
a_a003794,A01,a003794,1;21;22;26;9;,2022-09-29,2022-10-01,대중교통 등,,1;21;22;26;9;,4;1;26
