TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
a001453,11,남,40,6,1,2,1,3,,6,,1,2,42,42820,41,41480,50,50130,2,2,3,4,3,3,5,6,서울특별시,경기,나홀로 여행,2022-09-03~2022-09-03,2,8,,0
a000215,11,남,40,8,5,2,4,3,,9,12,2,2,42,42210,41,41650,28,28710,1,2,3,5,6,2,3,7,서울특별시,인천,나홀로 여행,2022-08-28~2022-08-28,2,6,,0
a004382,41,남,20,5,2,1,4,5,,3,7,3,2,50,50130,50,50110,48,48310,6,2,2,6,3,3,5,4,경기도,서울,2인 여행(가족 외),2022-09-30~2022-10-02,1,,,1
a004454,29,남,30,5,1,1,2,3,,4,6,2,1,26,26350,46,46130,28,28237,3,2,2,3,3,5,5,3,광주광역시,경기,2인 여행(가족 외),2022-10-02~2022-10-03,3,7,2,1
a001469,11,여,20,6,1,1,2,3,,4,12,2,1,42,42230,50,50130,46,46890,3,3,2,4,4,2,5,5,서울특별시,경기,나홀로 여행,2022-09-02~2022-09-04,2,1,6,0
a017890,41,여,30,6,1,1,3,3,,4,11,3,6,50,50130,42,42210,43,43150,1,4,4,2,1,4,6,6,경기도,서울,나홀로 여행,2022-11-12~2022-11-12,8,4,,0
a015305,41,여,40,5,1,2,4,3,,4,9,2,1,41,41830,41,41270,42,42730,2,2,4,2,2,4,2,4,경기도,경기,자녀 동반 여행,2022-10-29~2022-10-29,8,7,3,3
a005389,11,남,30,7,1,2,2,3,,5,9,2,1,42,42150,50,50110,41,41360,2,4,1,3,4,2,1,6,서울특별시,경기,2인 가족 여행,2022-10-28~2022-10-28,6,1,2,1
a001390,11,여,20,6,1,1,1,3,,4,,3,2,42,42150,26,26350,46,46130,2,1,4,1,1,5,6,6,서울특별시,경기,2인 여행(가족 외),2022-09-03~2022-09-04,3,1,8,1
a004973,11,남,20,4,1,1,4,5,,1,10,3,2,42,42210,41,41650,28,28710,4,2,3,3,3,6,5,2,서울특별시,경기,나홀로 여행,2022-10-01~2022-10-02,3,7,2,1
a000393,41,남,30,7,1,2,2,3,,7,9,3,4,50,50130,50,50110,26,26350,2,1,1,6,2,2,7,5,경기도,서울,나홀로 여행,2022-08-27~2022-08-28,2,7,1,0
a002602,41,남,40,5,1,2,3,2,,10,11,2,2,42,42210,44,44800,43,43730,1,1,4,3,4,5,1,4,경기도,경기,3인 이상 여행(가족 외),2022-09-30~2022-10-02,2,1,3,3
a002671,41,남,20,6,1,1,1,13,,2,,3,3,50,50110,42,42150,26,26350,2,1,3,3,6,4,1,6,경기도,경기,2인 여행(가족 외),2022-10-01~2022-10-03,7,8,1,1
a006436,42,남,20,6,1,1,1,3,,4,,3,2,11,11740,50,50110,26,26350,4,4,2,5,5,4,2,7,강원도,서울,나홀로 여행,2022-10-08~2022-10-08,1,7,8,0
a004559,41,남,30,5,1,1,4,13,,5,9,2,1,42,42150,41,41820,28,28237,4,1,1,2,4,4,4,2,경기도,인천,2인 여행(가족 외),2022-10-02~2022-10-02,3,1,2,1
a001840,41,남,30,6,1,1,2,,3,4,7,3,3,41,41590,41,41820,42,42190,1,1,7,4,1,4,4,1,경기도,경기,나홀로 여행,2022-09-16~2022-09-17,1,4,10,0
a002193,11,여,20,6,1,1,3,2,,3,7,2,2,50,50110,42,42150,26,26710,3,2,1,6,6,3,2,6,서울특별시,경기,부모 동반 여행,2022-09-09~2022-09-10,3,1,7,3
a006485,41,여,50,4,1,4,3,3,,4,8,4,4,42,42210,26,26350,50,50110,4,4,4,4,4,4,4,7,경기도,경기,2인 여행(가족 외),2022-10-08~2022-10-08,3,2,7,1
a007918,41,남,20,7,1,1,1,2,,5,,2,2,41,41480,26,26380,11,11140,6,6,6,5,5,2,2,6,경기도,경기,2인 여행(가족 외),2022-10-22~2022-10-22,10,,,1
a010385,11,여,60,6,1,3,2,11,,4,8,2,2,41,41290,42,42150,46,46110,4,2,2,3,4,3,6,3,서울특별시,경기,2인 가족 여행,2022-10-24~2022-10-24,2,6,3,1
a000771,29,여,30,6,1,2,3,4,,3,5,3,3,26,26350,11,11170,41,41280,4,5,4,6,5,5,5,4,광주광역시,경기,자녀 동반 여행,2022-08-27~2022-08-28,3,1,2,1
a003188,11,여,20,6,1,1,4,2,,4,10,2,1,41,41820,30,30230,41,41830,2,2,2,3,1,2,1,7,서울특별시,경기,3인 이상 여행(가족 외),2022-09-24~2022-09-25,3,2,6,3
a000018,11,여,40,6,1,2,4,2,,4,10,2,1,41,41650,41,41820,50,50110,2,2,2,5,3,1,3,4,서울특별시,경기,자녀 동반 여행,2022-08-05~2022-08-06,1,2,,3
a010341,11,남,40,6,1,2,3,3,,5,7,2,1,50,50130,42,42210,46,46170,4,2,2,5,6,2,6,2,서울특별시,경기,3인 이상 여행(가족 외),2022-10-29~2022-10-30,2,7,3,2
a018011,11,여,30,6,1,1,3,3,,3,7,3,6,50,50130,42,42150,26,26350,5,5,3,4,5,5,5,5,서울특별시,경기,나홀로 여행,2022-11-11~2022-11-11,10,,,0
a008456,11,남,30,7,1,2,2,1,,6,11,2,1,11,11710,41,41130,41,41460,2,2,2,2,5,2,3,6,서울특별시,경기,2인 가족 여행,2022-10-15~2022-10-16,3,7,1,1
a001432,11,남,30,6,1,1,1,2,,4,,4,5,41,41820,47,47920,43,43150,1,1,1,5,6,1,7,1,서울특별시,경기,나홀로 여행,2022-08-27~2022-08-27,1,7,6,1
a001731,41,남,40,5,1,1,3,4,,6,6,2,3,42,42730,28,28720,41,41360,1,1,4,4,1,4,6,6,경기도,경기,2인 여행(가족 외),2022-09-17~2022-09-18,3,2,1,1
a017958,41,여,20,6,1,1,3,2,,4,8,2,2,50,50110,26,26500,42,42150,1,1,3,3,6,5,1,7,경기도,서울,2인 여행(가족 외),2022-11-10~2022-11-10,1,4,3,1
a009473,43,남,20,6,3,1,3,12,,6,6,2,1,50,50130,50,50110,11,11110,5,2,2,3,4,4,3,5,충청북도,서울,2인 여행(가족 외),2022-10-28~2022-10-30,3,1,2,1
a018112,11,남,40,6,1,4,1,2,,4,,3,2,41,41820,42,42210,42,42150,3,3,3,3,3,4,3,6,서울특별시,경기,나홀로 여행,2022-11-12~2022-11-12,7,2,1,0
a002814,28,여,30,6,1,1,5,3,,4,10,3,3,28,28110,11,11110,50,50130,2,7,1,1,1,7,1,7,인천광역시,경기,2인 여행(가족 외),2022-10-01~2022-10-03,1,5,3,1
a014022,41,남,20,6,1,,1,3,,4,,3,1,42,42150,28,28710,50,50130,1,1,1,4,4,5,2,6,경기도,서울,나홀로 여행,2022-10-29~2022-10-31,2,1,5,0
a004592,11,남,20,6,1,1,4,5,,6,11,3,6,41,41480,42,42150,50,50110,3,1,2,2,4,4,5,6,서울특별시,경기,2인 여행(가족 외),2022-10-22~2022-10-23,3,1,2,1
a001964,47,여,20,6,2,1,2,2,,2,6,3,4,26,26350,11,11680,47,47110,2,2,1,4,4,2,3,3,대구광역시,서울,나홀로 여행,2022-09-19~2022-09-20,1,2,7,0
a014955,11,여,20,7,2,1,1,12,,2,,3,4,50,50110,41,41820,43,43800,5,2,2,6,6,2,2,6,서울특별시,경기,3인 이상 여행(가족 외),2022-10-29~2022-10-30,3,2,1,4
a017803,41,여,40,5,1,2,2,13,,4,7,3,8,28,28185,41,41480,45,45130,7,2,2,2,2,6,6,1,경기도,경기,나홀로 여행,2022-11-13~2022-11-13,2,1,4,0
a015379,41,여,40,6,1,2,3,11,,1,4,2,3,42,42210,41,41280,28,28710,3,6,4,2,4,4,5,4,경기도,경기,자녀 동반 여행,2022-10-29~2022-10-29,1,7,9,1
a002394,31,남,30,5,1,1,1,7,,6,,2,2,11,11680,41,41110,26,26350,4,1,1,1,4,4,1,7,울산광역시,경기,2인 여행(가족 외),2022-09-17~2022-09-18,2,3,1,1
a002778,44,여,40,7,1,4,3,3,,4,4,3,4,47,47130,42,42150,46,46780,1,4,1,1,2,1,6,3,충청남도,서울,2인 여행(가족 외),2022-10-01~2022-10-02,6,2,3,1
a001909,11,여,20,6,1,1,4,,3,3,6,2,1,41,41450,26,26530,26,26350,3,2,2,5,6,6,2,6,서울특별시,경기,2인 여행(가족 외),2022-09-24~2022-09-25,1,3,2,1
a004132,41,여,20,5,2,1,6,12,,2,6,1,2,41,41280,42,42720,50,50130,7,1,1,7,1,7,7,7,경기도,경기,2인 여행(가족 외),2022-10-08~2022-10-09,2,1,3,1
a001434,11,여,30,6,1,2,4,2,,2,6,2,1,41,41280,41,41610,26,26290,1,1,1,1,1,1,1,4,서울특별시,경기,3인 이상 여행(가족 외),2022-09-02~2022-09-03,3,2,1,3
a005320,11,남,30,7,1,2,3,2,,8,11,1,2,42,42210,26,26350,50,50130,2,4,1,4,4,2,1,5,서울특별시,경기,3대 동반 여행(친척 포함),2022-10-02~2022-10-02,3,1,9,4
a002105,11,여,20,5,1,1,4,2,,5,9,2,1,28,28110,41,41820,41,41830,4,1,3,4,2,4,3,1,서울특별시,경기,2인 여행(가족 외),2022-09-10~2022-09-11,2,1,,1
a005781,41,여,20,6,1,1,7,2,,3,6,2,2,42,42150,11,11680,50,50110,3,2,3,2,2,6,6,6,경기도,서울,2인 여행(가족 외),2022-10-08~2022-10-08,2,1,,0
a006592,11,여,30,6,1,1,1,3,,5,,3,3,42,42210,47,47130,50,50130,2,2,1,6,7,2,1,6,서울특별시,경기,나홀로 여행,2022-10-22~2022-10-22,8,2,1,1
a009891,43,여,20,6,2,1,1,12,,2,,2,1,50,50110,11,11230,30,30200,4,6,1,3,6,5,2,7,충청북도,서울,2인 여행(가족 외),2022-10-18~2022-10-18,3,5,10,1
a012112,11,여,20,6,1,1,4,3,,5,12,2,1,50,50110,50,50130,26,26350,2,3,4,3,2,4,5,6,서울특별시,경기,2인 여행(가족 외),2022-10-30~2022-10-30,1,3,7,1
a003300,41,여,30,6,1,2,3,2,,5,10,2,1,41,41280,41,41110,44,44810,7,7,2,1,7,1,1,7,경기도,서울,3인 이상 여행(가족 외),2022-10-01~2022-10-02,8,3,1,2
a003183,11,남,20,6,1,1,1,2,,4,,2,4,41,41820,42,42150,46,46150,4,3,3,4,6,4,4,5,서울특별시,경기,2인 여행(가족 외),2022-09-24~2022-09-25,2,1,3,1
a005536,11,여,20,7,5,1,2,3,,4,7,3,4,50,50110,42,42150,41,41110,2,1,3,2,4,1,3,6,서울특별시,경기,3인 이상 여행(가족 외),2022-10-23~2022-10-24,2,1,3,2
a005133,11,남,40,8,1,2,2,2,,7,11,2,1,41,41830,29,29200,42,42110,6,2,2,2,2,6,6,6,서울특별시,경기,3인 이상 여행(가족 외),2022-10-09~2022-10-09,8,3,7,4
a005811,41,남,40,6,1,2,3,2,,5,8,2,1,42,42150,42,42170,11,11680,4,4,4,5,4,4,3,4,경기도,서울,2인 가족 여행,2022-10-02~2022-10-02,8,7,3,1
a004834,45,여,50,6,1,1,2,4,,3,3,2,1,45,45130,41,41460,11,11590,4,6,7,1,5,6,5,2,전라북도,서울,나홀로 여행,2022-10-01~2022-10-02,3,9,2,1
a005832,11,여,40,6,1,2,4,3,,7,12,3,3,48,48310,41,41390,50,50130,2,4,4,6,6,4,5,2,서울특별시,인천,자녀 동반 여행,2022-10-14~2022-10-14,8,7,1,2
a006015,28,여,50,7,1,2,2,2,,5,10,2,2,50,50130,42,42820,26,26350,4,2,2,1,2,3,2,5,인천광역시,서울,2인 가족 여행,2022-10-08~2022-10-08,5,3,7,1
a011565,41,남,30,6,1,1,1,4,,5,,2,1,42,42210,50,50130,26,26350,1,2,3,1,1,6,2,6,경기도,인천,2인 여행(가족 외),2022-10-27~2022-10-27,2,1,3,1
a002732,11,남,40,6,1,2,4,2,,5,8,2,1,42,42830,45,45790,47,47110,2,6,1,4,2,6,7,6,서울특별시,경기,3대 동반 여행(친척 포함),2022-09-24~2022-09-24,1,3,2,3
a010280,41,여,20,7,2,1,4,12,,3,10,2,1,42,42820,11,11110,28,28110,1,3,1,4,5,5,3,7,경기도,경기,3인 이상 여행(가족 외),2022-10-30~2022-10-30,7,1,5,2
a006522,41,여,30,5,1,2,3,4,,4,7,2,1,44,44825,26,26350,50,50130,4,4,1,5,7,5,1,6,경기도,경기,자녀 동반 여행,2022-10-20~2022-10-20,5,1,3,1
a003774,26,남,20,6,4,1,3,4,,3,5,3,1,50,50130,11,11680,41,41460,4,1,2,6,4,4,1,7,부산광역시,서울,나홀로 여행,2022-10-15~2022-10-17,7,2,1,0
a000884,41,여,40,7,5,2,4,3,,7,12,2,2,41,41130,41,41460,11,11680,2,6,4,4,5,3,4,3,경기도,경기,3인 이상 여행(가족 외),2022-08-21~2022-08-21,7,2,1,3
a003034,11,남,20,6,1,1,4,3,,6,12,2,1,42,42210,42,42820,26,26260,4,4,4,4,4,4,6,3,서울특별시,경기,나홀로 여행,2022-10-01~2022-10-02,2,,,0
a006009,11,남,40,6,1,2,3,2,,7,7,2,1,41,41830,26,26350,42,42210,2,2,4,2,5,4,3,4,서울특별시,경기,자녀 동반 여행,2022-10-08~2022-10-08,3,1,2,2
a010285,30,여,20,6,1,1,1,2,,4,,3,2,26,26200,50,50110,26,26350,4,2,1,4,2,3,5,5,대전광역시,경기,나홀로 여행,2022-10-28~2022-10-30,1,2,6,0
a011386,41,남,20,6,1,1,1,3,,3,,2,4,45,45730,42,42150,26,26350,1,1,1,6,4,2,4,6,경기도,경기,3인 이상 여행(가족 외),2022-10-23~2022-10-24,2,1,3,3
a003202,11,여,20,6,1,1,2,3,,4,6,2,1,42,42150,44,44150,30,30200,3,4,3,3,4,5,4,6,서울특별시,경기,2인 여행(가족 외),2022-09-24~2022-09-24,1,3,6,1
a017797,41,남,20,5,1,1,5,9,,4,6,3,4,50,50130,42,42150,46,46130,3,2,2,4,4,2,2,7,경기도,경기,2인 여행(가족 외),2022-11-12~2022-11-12,2,3,1,1
a003372,41,여,40,5,1,2,3,11,,2,5,2,3,50,50130,42,42210,46,46150,1,1,3,3,1,4,5,5,경기도,경기,자녀 동반 여행,2022-09-25~2022-09-25,3,7,1,2
a006924,27,여,20,5,1,1,4,12,,1,4,2,1,11,11140,26,26500,28,28200,1,1,1,1,1,1,1,1,대구광역시,서울,나홀로 여행,2022-10-11~2022-10-11,1,5,2,0
a002758,28,남,30,6,1,1,4,3,,4,12,2,4,46,46110,46,46150,28,28110,1,1,1,4,3,2,6,6,인천광역시,서울,나홀로 여행,2022-09-25~2022-09-26,4,10,7,0
a012504,26,남,20,6,3,1,4,12,,1,7,3,1,50,50110,11,11680,26,26230,6,1,1,1,5,6,5,5,부산광역시,서울,나홀로 여행,2022-10-30~2022-10-31,4,7,2,0
a001306,27,여,20,4,1,1,1,4,,4,,3,2,26,26500,50,50130,11,11680,3,2,3,4,3,4,1,7,대구광역시,서울,나홀로 여행,2022-08-26~2022-08-28,4,2,7,0
a009509,41,남,50,5,1,2,3,6,,3,5,2,1,42,42830,48,48840,41,41670,2,2,3,2,3,3,2,6,경기도,서울,2인 가족 여행,2022-10-16~2022-10-16,1,3,2,2
a017516,11,여,50,4,1,2,2,4,,4,5,2,3,50,50130,50,50110,42,42210,1,1,2,3,5,2,2,6,서울특별시,경기,2인 가족 여행,2022-11-10~2022-11-10,1,2,3,1
a001945,41,여,30,6,1,2,2,,1,1,6,2,2,41,41280,11,11440,28,28710,5,3,5,2,3,5,2,6,경기도,경기,2인 여행(가족 외),2022-09-24~2022-09-24,3,6,,1
a006741,11,여,30,6,1,1,1,3,,5,,2,2,41,41590,42,42150,50,50110,3,2,2,2,4,4,2,7,서울특별시,경기,나홀로 여행,2022-10-08~2022-10-08,2,1,,0
a004669,11,남,30,6,1,1,1,2,,4,,3,6,30,30140,41,41390,26,26350,7,2,7,7,7,7,2,2,서울특별시,인천,나홀로 여행,2022-10-02~2022-10-02,5,10,7,0
a004263,41,여,40,6,1,2,3,11,,3,6,2,4,42,42150,50,50130,41,41820,1,3,2,4,6,6,6,6,경기도,경기,자녀 동반 여행,2022-10-01~2022-10-02,8,1,3,2
a008083,11,여,30,6,1,1,1,3,,4,,3,3,41,41820,26,26350,50,50130,4,1,2,2,4,4,1,4,서울특별시,경기,나홀로 여행,2022-10-22~2022-10-23,2,7,1,0
a001930,11,여,20,4,1,1,4,3,,4,8,2,1,11,11110,50,50110,41,41110,2,1,4,1,3,4,6,7,서울특별시,경기,2인 여행(가족 외),2022-09-11~2022-09-12,3,2,1,1
a015803,26,남,20,7,2,1,1,12,,2,,3,6,11,11440,48,48840,50,50110,4,3,1,4,5,4,2,4,부산광역시,서울,나홀로 여행,2022-11-04~2022-11-06,6,1,7,0
a005120,11,여,30,6,1,1,3,3,,3,7,2,1,41,41820,42,42150,42,42720,2,2,1,6,6,4,6,6,서울특별시,인천,나홀로 여행,2022-10-15~2022-10-16,7,1,,0
a010288,45,여,20,6,1,2,2,2,,4,6,1,1,26,26350,42,42210,50,50110,1,1,1,1,7,1,7,7,전라북도,서울,2인 가족 여행,2022-10-28~2022-10-30,7,8,3,1
a018074,41,여,40,5,1,2,4,3,,5,6,2,2,42,42210,41,41820,50,50130,2,2,3,2,2,2,3,7,경기도,서울,자녀 동반 여행,2022-11-12~2022-11-12,3,7,1,1
a002762,41,여,50,7,1,2,1,1,,6,,2,1,41,41650,42,42780,45,45800,2,3,2,2,1,2,6,6,경기도,경기,2인 가족 여행,2022-09-24~2022-09-25,2,3,1,1
a002532,41,남,30,6,1,2,2,3,,5,7,3,2,42,42150,28,28110,50,50110,2,1,4,5,3,5,6,3,경기도,인천,3인 이상 여행(가족 외),2022-09-30~2022-10-01,3,1,7,7
a001447,41,여,30,7,1,1,1,2,,6,,2,1,50,50110,42,42150,26,26170,2,2,1,6,7,1,6,2,경기도,서울,2인 여행(가족 외),2022-08-28~2022-08-28,3,1,7,1
a005212,28,남,40,6,1,2,3,3,,4,5,2,2,42,42820,41,41480,44,44825,2,3,1,4,5,3,1,5,인천광역시,경기,자녀 동반 여행,2022-10-02~2022-10-02,2,3,1,2
a007374,11,여,30,7,1,1,4,4,,4,12,2,3,50,50110,26,26350,48,48170,5,2,4,1,4,6,7,6,서울특별시,경기,나홀로 여행,2022-10-14~2022-10-14,2,1,5,0
a001349,41,남,20,6,1,1,5,,3,4,6,3,2,26,26350,11,11170,50,50110,2,2,1,3,2,2,1,3,경기도,서울,2인 여행(가족 외),2022-08-23~2022-08-25,2,3,1,1
a018083,28,여,30,6,1,2,2,3,,4,7,3,5,11,11440,11,11560,11,11110,5,5,3,3,5,5,5,6,인천광역시,서울,2인 가족 여행,2022-11-12~2022-11-12,2,5,3,1
a006628,42,여,40,6,1,2,3,3,,3,6,2,1,50,50110,42,42820,11,11170,2,4,4,6,3,4,4,2,강원도,서울,3인 이상 여행(가족 외),2022-10-20~2022-10-20,7,1,2,2
a005645,11,남,30,7,2,1,1,2,,5,,2,1,42,42150,26,26200,50,50110,2,1,2,3,2,1,6,1,서울특별시,경기,나홀로 여행,2022-10-15~2022-10-15,7,1,4,0
a001686,41,여,60,8,1,1,1,,3,4,,3,3,42,42820,47,47130,46,46130,1,1,4,2,1,1,4,5,경기도,경기,나홀로 여행,2022-09-27~2022-09-28,2,,,0
a017919,11,여,30,6,1,1,3,4,,4,6,3,4,47,47110,50,50110,47,47130,2,2,4,3,3,4,6,3,서울특별시,경기,나홀로 여행,2022-11-13~2022-11-13,6,1,2,0
a007231,11,여,30,7,1,1,1,2,,5,,3,4,26,26350,42,42150,50,50130,3,2,2,4,4,5,5,5,서울특별시,경기,3인 이상 여행(가족 외),2022-10-15~2022-10-15,10,,,4
a009667,28,여,30,5,1,2,2,3,,5,9,3,4,42,42210,26,26350,50,50130,4,2,4,6,4,2,7,7,인천광역시,서울,나홀로 여행,2022-10-22~2022-10-22,7,5,1,0
a017839,41,여,30,6,1,1,3,5,,5,7,1,2,11,11650,11,11170,11,11110,4,4,4,3,4,4,3,7,경기도,서울,부모 동반 여행,2022-11-09~2022-11-09,3,2,6,2
a000150,11,남,20,6,1,1,1,3,,2,,3,2,47,47280,29,29155,31,31170,2,2,1,6,5,6,6,6,서울특별시,경기,3인 이상 여행(가족 외),2022-08-06~2022-08-07,1,3,5,5
a017928,41,남,40,6,1,1,1,4,,5,,3,2,29,29170,46,46710,46,46900,3,5,5,4,2,5,4,4,경기도,서울,나홀로 여행,2022-11-11~2022-11-11,1,6,8,0
a000556,41,남,40,7,1,2,5,2,,11,11,2,1,42,42210,43,43760,45,45130,1,2,1,2,4,2,4,6,경기도,경기,3인 이상 여행(가족 외),2022-08-19~2022-08-21,3,1,10,14
a017754,41,남,20,4,1,1,3,2,,2,5,2,1,50,50130,42,42150,28,28185,5,3,2,2,2,5,3,3,경기도,서울,나홀로 여행,2022-11-12~2022-11-12,2,6,7,0
a006254,41,남,40,7,1,2,3,2,,7,7,2,1,44,44825,42,42760,30,30110,4,4,4,4,4,4,4,4,경기도,경기,3인 이상 여행(가족 외),2022-10-29~2022-10-30,3,5,1,4
a018237,44,남,40,6,1,2,4,2,,5,7,2,2,44,44200,41,41650,50,50110,1,2,1,6,7,1,1,7,충청남도,경기,나홀로 여행,2022-11-10~2022-11-10,4,6,5,0
a005348,41,여,30,6,1,2,4,11,,1,6,2,1,42,42150,50,50130,41,41480,3,4,4,4,7,4,4,7,경기도,경기,자녀 동반 여행,2022-10-01~2022-10-01,3,8,1,5
a009870,41,남,30,6,1,1,1,3,,4,,2,1,41,41110,42,42830,43,43110,3,3,2,2,1,3,3,2,경기도,경기,부모 동반 여행,2022-10-29~2022-10-30,2,3,1,2
a012437,11,남,20,6,2,1,5,12,,1,5,3,4,50,50130,26,26350,42,42150,5,1,3,3,6,5,3,5,서울특별시,인천,2인 여행(가족 외),2022-10-29~2022-10-30,3,1,2,1
a007204,11,여,30,6,1,1,4,3,,4,11,2,1,42,42170,47,47110,44,44825,4,1,1,7,4,4,1,4,서울특별시,경기,2인 여행(가족 외),2022-10-15~2022-10-15,5,3,10,1
a002040,11,여,20,5,1,1,3,3,,5,6,2,1,46,46150,45,45190,45,45110,4,3,2,1,4,2,3,6,서울특별시,경기,나홀로 여행,2022-09-09~2022-09-09,5,2,,1
a010977,41,남,60,6,1,2,4,2,,5,7,2,2,42,42150,43,43800,50,50130,1,1,1,3,1,1,7,7,경기도,경기,2인 여행(가족 외),2022-10-30~2022-10-30,3,6,1,1
c008840,11,남,40,6,1,2,4,3,,7,7,2,2,41,41830,42,42150,28,28710,2,5,5,3,2,3,6,5,서울특별시,충북,자녀 동반 여행,2022-10-30~2022-10-30,3,2,8,3
a002127,41,여,30,6,1,2,3,2,,4,8,3,3,50,50110,26,26350,11,11110,2,2,2,2,4,4,4,6,경기도,서울,2인 여행(가족 외),2022-09-23~2022-09-23,8,3,1,1
a003581,11,여,40,8,1,2,4,2,,3,8,2,1,42,42130,41,41650,41,41830,2,2,6,2,2,4,5,3,서울특별시,경기,3인 이상 여행(가족 외),2022-10-01~2022-10-03,2,1,3,9
a003666,41,여,30,6,1,1,3,3,,4,7,3,6,42,42150,11,11110,11,11680,3,4,6,5,5,4,6,5,경기도,서울,나홀로 여행,2022-10-21~2022-10-22,2,7,1,0
a010291,11,여,30,7,5,1,2,1,,5,5,3,6,42,42110,28,28110,50,50130,4,2,4,3,5,2,6,2,서울특별시,경기,3인 이상 여행(가족 외),2022-10-28~2022-10-30,1,7,8,3
a001316,27,여,20,6,2,1,1,2,,2,,3,2,31,31140,26,26200,11,11680,4,3,2,7,6,4,2,5,대구광역시,서울,나홀로 여행,2022-08-27~2022-08-30,7,2,1,5
a017685,41,여,50,6,1,2,3,1,,10,11,1,2,50,50110,42,42150,30,30200,1,1,1,2,4,4,7,1,경기도,서울,나홀로 여행,2022-11-12~2022-11-12,7,4,10,0
a001798,41,남,40,7,1,2,4,,3,6,11,3,6,42,42170,44,44825,41,41830,1,1,1,3,7,2,2,5,경기도,경기,자녀 동반 여행,2022-09-11~2022-09-12,1,8,3,3
a006434,41,여,20,6,1,1,4,2,,4,9,2,1,50,50110,42,42150,41,41590,2,2,2,2,6,2,4,6,경기도,경기,2인 여행(가족 외),2022-10-07~2022-10-07,1,3,4,1
a002468,41,여,30,5,1,2,2,3,,5,9,2,1,41,41570,26,26350,50,50130,4,2,4,2,2,3,6,1,경기도,경기,3인 이상 여행(가족 외),2022-09-24~2022-09-25,2,,,4
a010350,41,여,40,6,1,2,5,2,,4,7,3,3,50,50130,42,42230,46,46730,1,3,2,3,4,3,2,3,경기도,서울,3인 이상 여행(가족 외),2022-10-29~2022-10-29,3,7,1,6
a003707,11,여,30,6,1,1,1,2,,4,,3,3,50,50130,50,50110,42,42830,2,2,2,2,5,5,4,6,서울특별시,경기,2인 여행(가족 외),2022-10-03~2022-10-03,2,1,3,1
a006914,11,남,30,7,1,2,2,3,,5,11,2,1,50,50110,50,50130,42,42830,1,1,4,3,4,3,4,4,서울특별시,경기,2인 가족 여행,2022-10-14~2022-10-14,1,5,3,1
a006985,11,여,20,6,1,1,4,2,,4,12,3,3,50,50110,42,42150,26,26170,5,1,1,2,6,3,1,7,서울특별시,경기,나홀로 여행,2022-10-30~2022-10-30,7,2,1,0
a010070,11,여,50,6,1,2,4,11,,1,7,1,4,44,44180,50,50130,41,41570,5,5,5,2,2,5,6,6,서울특별시,경기,자녀 동반 여행,2022-10-26~2022-10-26,3,7,1,1
c005714,41,남,30,6,1,2,3,3,,5,6,2,1,42,42190,46,46720,42,42720,2,1,3,2,3,5,5,6,경기도,전남,3인 이상 여행(가족 외),2022-10-16~2022-10-16,3,1,2,4
a011514,41,남,20,6,1,1,1,2,,4,,3,2,50,50130,31,31110,11,11710,4,2,1,4,6,7,2,5,경기도,서울,나홀로 여행,2022-10-30~2022-10-31,7,1,2,0
a005514,41,여,30,7,1,2,3,3,,5,9,3,10,50,50130,42,42210,11,11620,4,6,5,1,2,6,2,6,경기도,서울,자녀 동반 여행,2022-10-02~2022-10-02,3,8,7,2
a008098,41,남,30,6,1,1,3,3,,5,7,2,1,42,42150,41,41110,26,26350,4,3,3,3,1,5,2,5,경기도,경기,2인 여행(가족 외),2022-10-16~2022-10-16,6,2,3,1
a004646,11,여,20,5,2,1,3,3,,3,9,2,2,50,50110,42,42170,41,41820,3,2,2,1,2,5,5,5,서울특별시,경기,2인 가족 여행,2022-10-02~2022-10-02,1,5,7,1
a010576,28,여,40,6,1,2,4,2,,4,9,3,6,41,41190,42,42210,11,11350,3,4,2,2,2,3,3,6,인천광역시,경기,자녀 동반 여행,2022-10-22~2022-10-23,2,1,3,3
a003020,26,여,30,6,1,2,4,11,,1,5,2,1,27,27200,48,48170,41,41460,4,4,3,6,7,4,5,5,부산광역시,경기,자녀 동반 여행,2022-09-25~2022-09-28,7,3,8,3
a007919,30,남,30,6,1,1,1,3,,4,,3,5,50,50110,26,26350,11,11140,6,2,6,4,2,3,6,3,대전광역시,서울,나홀로 여행,2022-10-22~2022-10-22,8,6,7,0
